time	x1	x2	x3	v1	v2	a
2000	0.009914689340510641	0.0013367553497643102	0.0	-8.963870534191983e-8	6.640626604594295e-7	4.454243469796189e-11
2100	0.009905725469976449	0.001403161615810253	0.0	-9.408863629123337e-8	6.634323207311574e-7	4.449930949313538e-11
2200	0.009896316606347325	0.0014695048478833687	0.0	-9.853405622645088e-8	6.627722199678602e-7	4.445419935217507e-11
2300	0.00988646320072468	0.0015357820698801547	0.0	-1.0297476690489897e-7	6.620823914923963e-7	4.440710678448096e-11
2400	0.00987616572403419	0.0016019903090293943	0.0	-1.0741057034336317e-7	6.613628699371954e-7	4.435803438464193e-11
2500	0.009865424666999854	0.001668126596023114	0.0	-1.1184126882658682e-7	6.606136912420756e-7	4.4306984832236545e-11
2600	0.009854240540117196	0.0017341879651473215	0.0	-1.1626666491574989e-7	6.598348926520074e-7	4.425396089163068e-11
2700	0.009842613873625622	0.0018001714544125223	0.0	-1.206865614569271e-7	6.590265127148238e-7	4.419896541177222e-11
2800	0.00983054521747993	0.0018660741056840046	0.0	-1.2510076158952536e-7	6.581885912788793e-7	4.414200132598268e-11
2900	0.009818035141320977	0.0019318929648118926	0.0	-1.2950906875469996e-7	6.573211694906552e-7	4.408307165174595e-11
3000	0.009805084234445507	0.001997625081760958	0.0	-1.3391128670374938e-7	6.564242897923141e-7	4.402217949049416e-11
3100	0.009791693105775132	0.0020632675107401894	0.0	-1.3830721950648843e-7	6.554979959192004e-7	4.3959328027390466e-11
3200	0.009777862383824483	0.0021288173103321093	0.0	-1.4269667155959935e-7	6.545423328972915e-7	4.3894520531109195e-11
3300	0.009763592716668523	0.0021942715436218383	0.0	-1.4707944759496062e-7	6.535573470405953e-7	4.3827760353612834e-11
3400	0.009748884771909027	0.0022596272783258976	0.0	-1.5145535268795326e-7	6.525430859484976e-7	4.37590509299264e-11
3500	0.009733739236640232	0.0023248815869207472	0.0	-1.5582419226574416e-7	6.51499598503058e-7	4.3688395777908944e-11
3600	0.009718156817413658	0.002390031546771053	0.0	-1.6018577211554638e-7	6.50426934866255e-7	4.3615798498022193e-11
3700	0.009702138240202104	0.002455074240257678	0.0	-1.6453989839285602e-7	6.493251464771804e-7	4.354126277309643e-11
3800	0.009685684250362819	0.002520006754905396	0.0	-1.6888637762966538e-7	6.481942860491827e-7	4.346479236809373e-11
3900	0.009668795612599852	0.0025848261835103143	0.0	-1.732250167426522e-7	6.470344075669614e-7	4.338639112986833e-11
4000	0.009651473110925587	0.0026495296242670103	0.0	-1.7755562304134465e-7	6.458455662836102e-7	4.330606298692432e-11
4100	0.009633717548621452	0.0027141141808953713	0.0	-1.8187800423626173e-7	6.446278187176107e-7	4.3223811949170815e-11
4200	0.009615529748197826	0.002778576962767132	0.0	-1.8619196844702915e-7	6.433812226497771e-7	4.3139642107674106e-11
4300	0.009596910551353123	0.00284291508503211	0.0	-1.904973242104699e-7	6.421058371201506e-7	4.305355763440756e-11
4400	0.009577860818932075	0.002907125668744125	0.0	-1.9479388048866978e-7	6.408017224248453e-7	4.296556278199871e-11
4500	0.009558381430883209	0.0029712058409866095	0.0	-1.9908144667701714e-7	6.394689401128449e-7	4.287566188347367e-11
4600	0.009538473286215507	0.003035152734997894	0.0	-2.0335983261221706e-7	6.38107552982751e-7	4.278385935199921e-11
4700	0.009518137302954284	0.003098963490296169	0.0	-2.0762884858027926e-7	6.367176250794826e-7	4.269015968062201e-11
4800	0.009497374418096257	0.003162635252804117	0.0	-2.118883053244798e-7	6.352992216909276e-7	4.2594567442005574e-11
4900	0.009476185587563808	0.00322616517497321	0.0	-2.1613801405329626e-7	6.338524093445464e-7	4.249708728816461e-11
5000	0.009454571786158479	0.0032895504159076647	0.0	-2.2037778644831594e-7	6.323772558039271e-7	4.23977239501968e-11
5100	0.009432534007513647	0.003352788141488057	0.0	-2.2460743467211716e-7	6.308738300652941e-7	4.2296482238012216e-11
5200	0.009410073264046435	0.0034158755244945867	0.0	-2.2882677137612318e-7	6.293422023539687e-7	4.219336704006029e-11
5300	0.009387190586908824	0.0034788097447299837	0.0	-2.330356097084286e-7	6.277824441207827e-7	4.208838332305429e-11
5400	0.00936388702593798	0.0035415879891420618	0.0	-2.3723376332159795e-7	6.261946280384454e-7	4.198153613169343e-11
5500	0.00934016364960582	0.0036042074519459064	0.0	-2.414210463804362e-7	6.245788279978638e-7	4.1872830588382635e-11
5600	0.009316021544967776	0.003666665334745693	0.0	-2.455972735697312e-7	6.229351191044164e-7	4.176227189294988e-11
5700	0.009291461817610803	0.0037289588466561346	0.0	-2.497622601019673e-7	6.212635776741812e-7	4.1649865322361163e-11
5800	0.009266485591600607	0.0037910852044235528	0.0	-2.539158217250106e-7	6.195642812301167e-7	4.1535616230433315e-11
5900	0.009241094009428106	0.0038530416325465644	0.0	-2.5805777472976504e-7	6.17837308498199e-7	4.141953004754437e-11
6000	0.009215288231955129	0.003914825363396384	0.0	-2.621879359577992e-7	6.160827394035117e-7	4.130161228034159e-11
6100	0.00918906943835935	0.003976433637336735	0.0	-2.6630612280894396e-7	6.143006550662914e-7	4.118186851144747e-11
6200	0.009162438826078456	0.004037863702843364	0.0	-2.704121532488603e-7	6.124911377979284e-7	4.106030439916334e-11
6300	0.00913539761075357	0.004099112816623157	0.0	-2.745058458165774e-7	6.106542710969223e-7	4.093692567717064e-11
6400	0.009107947026171912	0.0041601782437328495	0.0	-2.7858701963200045e-7	6.087901396447929e-7	4.081173815423038e-11
6500	0.009080088324208712	0.004221057257697329	0.0	-2.8265549440338846e-7	6.068988293019475e-7	4.068474771387993e-11
6600	0.009051822774768374	0.004281747140627524	0.0	-2.8671109043480127e-7	6.049804271035034e-7	4.055596031412805e-11
6700	0.009023151665724894	0.004342245183337874	0.0	-2.90753628633516e-7	6.030350212550671e-7	4.042538198714759e-11
6800	0.008994076302861542	0.0044025486854633806	0.0	-2.947829305174126e-7	6.0106270112847e-7	4.029301883896609e-11
6900	0.0089645980098098	0.0044626549555762274	0.0	-2.9879881822232805e-7	5.990635572574601e-7	4.015887704915439e-11
7000	0.008934718127987566	0.004522561311301973	0.0	-3.0280111450937936e-7	5.970376813333516e-7	4.002296287051287e-11
7100	0.008904438016536629	0.0045822650794353085	0.0	-3.0678964277225495e-7	5.949851662006308e-7	3.988528262875609e-11
7200	0.008873759052259404	0.004641763596055372	0.0	-3.1076422704447446e-7	5.929061058525199e-7	3.9745842722194974e-11
7300	0.008842682629554956	0.0047010542066406235	0.0	-3.147246920066162e-7	5.908005954264982e-7	3.960464962141719e-11
7400	0.008811210160354294	0.004760134266183273	0.0	-3.186708629935127e-7	5.886687311997812e-7	3.946170986896542e-11
7500	0.008779343074054943	0.004819001139303252	0.0	-3.226025660014141e-7	5.865106105847581e-7	3.931703007901371e-11
7600	0.008747082817454802	0.004877652200361728	0.0	-3.265196276951183e-7	5.84326332124387e-7	3.9170616937041926e-11
7700	0.00871443085468529	0.004936084833574167	0.0	-3.304218754150691e-7	5.821159954875494e-7	3.902247719950805e-11
7800	0.008681388667143783	0.004994296433122922	0.0	-3.3430913718442096e-7	5.798797014643634e-7	3.887261769351872e-11
7900	0.00864795775342534	0.005052284403269358	0.0	-3.381812417160708e-7	5.776175519614552e-7	3.872104531649789e-11
8000	0.008614139629253734	0.005110046158465503	0.0	-3.4203801841965614e-7	5.753296499971909e-7	3.856776703585338e-11
8100	0.008579935827411768	0.005167579123465222	0.0	-3.458792974085203e-7	5.73016099696868e-7	3.841278988864183e-11
8200	0.008545347897670915	0.005224880733434909	0.0	-3.497049095066435e-7	5.70677006287865e-7	3.825612098123156e-11
8300	0.00851037740672025	0.005281948434063695	0.0	-3.5351468625553983e-7	5.683124760947533e-7	3.809776748896376e-11
8400	0.008475025938094696	0.005338779681673171	0.0	-3.57308459921121e-7	5.659226165343677e-7	3.7937736655811794e-11
8500	0.008439295092102584	0.005395371943326608	0.0	-3.6108606350052487e-7	5.635075361108382e-7	3.777603579403867e-11
8600	0.008403186485752532	0.005451722696937692	0.0	-3.6484733072891017e-7	5.610673444105823e-7	3.761267228385275e-11
8700	0.008366701752679642	0.00550782943137875	0.0	-3.6859209608621633e-7	5.586021520972586e-7	3.7447653573061745e-11
8800	0.00832984254307102	0.005563689646588476	0.0	-3.723201948038888e-7	5.561120709066809e-7	3.7280987176724877e-11
8900	0.00829261052359063	0.005619300853679144	0.0	-3.7603146287156913e-7	5.535972136416953e-7	3.711268067680334e-11
9000	0.008255007377303473	0.005674660575043313	0.0	-3.7972573704375e-7	5.510576941670169e-7	3.694274172180902e-11
9100	0.008217034803599099	0.005729766344460015	0.0	-3.8340285484639517e-7	5.484936274040305e-7	3.6771178026451654e-11
9200	0.00817869451811446	0.005784615707200418	0.0	-3.8706265458352356e-7	5.45905129325552e-7	3.6597997371284014e-11
9300	0.008139988252656107	0.005839206220132973	0.0	-3.907049753437581e-7	5.432923169505536e-7	3.642320760234575e-11
9400	0.008100917755121732	0.005893535451828028	0.0	-3.9432965700683866e-7	5.406553083388504e-7	3.624681663080534e-11
9500	0.008061484789421048	0.005947600982661914	0.0	-3.9793654025009873e-7	5.379942225857505e-7	3.606883243260056e-11
9600	0.008021691135396039	0.006001400404920488	0.0	-4.0152546655490646e-7	5.353091798166686e-7	3.58892630480772e-11
9700	0.00798153858874055	0.006054931322902155	0.0	-4.0509627821306907e-7	5.32600301181703e-7	3.570811658162624e-11
9800	0.007941028960919243	0.0061081913530203254	0.0	-4.08648818333201e-7	5.298677088501752e-7	3.552540120131959e-11
9900	0.007900164079085923	0.006161178123905343	0.0	-4.121829308470554e-7	5.271115260051349e-7	3.534112513854386e-11
10000	0.007858945786001218	0.006213889276505857	0.0	-4.1569846051581873e-7	5.243318768378283e-7	3.515529668763309e-11
10100	0.007817375939949637	0.006266322464189639	0.0	-4.191952529363687e-7	5.215288865421305e-7	3.496792420549942e-11
10200	0.007775456414656	0.006318475352843853	0.0	-4.2267315454749496e-7	5.187026813089436e-7	3.4779016111262735e-11
10300	0.00773318909920125	0.006370345620974747	0.0	-4.261320126360828e-7	5.158533883205587e-7	3.458858088587829e-11
10400	0.007690575897937642	0.006421930959806803	0.0	-4.2957167534325914e-7	5.129811357449834e-7	3.439662707176328e-11
10500	0.007647618730403316	0.0064732290733813015	0.0	-4.329919916705013e-7	5.100860527302347e-7	3.420316327242164e-11
10600	0.007604319531236266	0.006524237678654325	0.0	-4.3639281148570805e-7	5.071682693985973e-7	3.40081981520676e-11
10700	0.0075606802500876955	0.006574954505594185	0.0	-4.397739855292328e-7	5.042279168408478e-7	3.3811740435247485e-11
10800	0.0075167028515347725	0.00662537729727827	0.0	-4.4313536541987884e-7	5.012651271104454e-7	3.3613798906460397e-11
10900	0.007472389314992785	0.0066755038099893145	0.0	-4.4647680366085654e-7	4.982800332176879e-7	3.3414382409777256e-11
11000	0.007427741634626699	0.006725331813311084	0.0	-4.497981536457024e-7	4.952727691238357e-7	3.321349984845859e-11
11100	0.0073827618192621285	0.006774859090223467	0.0	-4.530992696641595e-7	4.92243469735201e-7	3.3011160184570686e-11
11200	0.007337451892295712	0.006824083437196987	0.0	-4.5638000690801957e-7	4.891922708972055e-7	3.2807372438600683e-11
11300	0.00729181389160491	0.006873002664286708	0.0	-4.5964022147692657e-7	4.861193093884043e-7	3.2602145689069994e-11
11400	0.0072458498694572175	0.006921614595225548	0.0	-4.6287977038414123e-7	4.830247229144778e-7	3.2395489072146544e-11
11500	0.007199561892418803	0.006969917067516996	0.0	-4.660985115622668e-7	4.799086501021918e-7	3.2187411781255654e-11
11600	0.0071529520412625764	0.0070179079325272155	0.0	-4.692963038689357e-7	4.767712304933242e-7	3.197792306668951e-11
11700	0.0071060224108756825	0.007065585055576548	0.0	-4.7247300709245724e-7	4.7361260453856175e-7	3.1767032235215357e-11
11800	0.0070587751101664365	0.007112946316030404	0.0	-4.756284819574255e-7	4.704329135913638e-7	3.1554748649682424e-11
11900	0.007011212261970694	0.007159989607389541	0.0	-4.787625901302883e-7	4.672322999017956e-7	3.134108172862753e-11
12000	0.006963336002957665	0.007206712837379721	0.0	-4.818751942248762e-7	4.6401090661033016e-7	3.112604094587935e-11
12100	0.0069151484835351775	0.007253113928040754	0.0	-4.849661578078924e-7	4.607688777416196e-7	3.090963583016152e-11
12200	0.006866651867754388	0.007299190815814916	0.0	-4.880353454043618e-7	4.575063581982356e-7	3.069187596469443e-11
12300	0.006817848333213952	0.00734494145163474	0.0	-4.910826225030413e-7	4.5422349375437995e-7	3.047277098679576e-11
12400	0.006768740070963648	0.007390363801010178	0.0	-4.941078555617893e-7	4.5092043104956444e-7	3.025233058747981e-11
12500	0.006719329285407469	0.007435455844115134	0.0	-4.971109120128949e-7	4.4759731758226153e-7	3.003056451105556e-11
12600	0.006669618194206179	0.00748021557587336	0.0	-5.000916602683673e-7	4.4425430170352493e-7	2.980748255472365e-11
12700	0.006619609028179343	0.007524641006043713	0.0	-5.030499697251845e-7	4.408915326105811e-7	2.958309456817198e-11
12800	0.006569304031206824	0.007568730159304771	0.0	-5.059857107705016e-7	4.375091603403913e-7	2.935741045317032e-11
12900	0.006518705460129774	0.00761248107533881	0.0	-5.08898754786818e-7	4.3410733576318514e-7	2.913044016316354e-11
13000	0.006467815584651092	0.007655891808915128	0.0	-5.117889741571043e-7	4.306862105759652e-7	2.890219370286386e-11
13100	0.006416636687235382	0.0076989604299727244	0.0	-5.146562422698885e-7	4.272459372959832e-7	2.8672681127841836e-11
13200	0.006365171063008393	0.007741685023702323	0.0	-5.175004335243002e-7	4.237866692541882e-7	2.8441912544116253e-11
13300	0.006313421019655963	0.0077840636906277415	0.0	-5.203214233350745e-7	4.203085605886464e-7	2.8209898107742887e-11
13400	0.006261388877322456	0.007826094546686606	0.0	-5.231190881375148e-7	4.1681176623793403e-7	2.7976648024402077e-11
13500	0.006209076968508704	0.0078677757233104	0.0	-5.258933053924133e-7	4.132964419345019e-7	2.774217254898531e-11
13600	0.006156487637969462	0.00790910536750385	0.0	-5.286439535909314e-7	4.097627441980131e-7	2.7506481985180596e-11
13700	0.006103623242610369	0.00795008164192365	0.0	-5.31370912259437e-7	4.062108303286538e-7	2.7269586685056837e-11
13800	0.006050486151384426	0.007990702724956516	0.0	-5.340740619643017e-7	4.02640858400417e-7	2.7031497048647045e-11
13900	0.005997078745187996	0.008030966810796557	0.0	-5.367532843166547e-7	3.9905298725436e-7	2.6792223523530487e-11
14000	0.005943403416756331	0.008070872109521994	0.0	-5.394084619770961e-7	3.9544737649183537e-7	2.6551776604413922e-11
14100	0.005889462570558621	0.008110416847171177	0.0	-5.420394786603672e-7	3.918241864676959e-7	2.6310166832711552e-11
14200	0.005835258622692584	0.008149599265817946	0.0	-5.446462191399796e-7	3.8818357828347375e-7	2.6067404796124143e-11
14300	0.005780794000778586	0.008188417623646294	0.0	-5.472285692528013e-7	3.8452571378053417e-7	2.5823501128216946e-11
14400	0.005726071143853306	0.008226870195024348	0.0	-5.49786415903601e-7	3.8085075553320333e-7	2.557846650799672e-11
14500	0.005671092502262946	0.008264955270577669	0.0	-5.523196470695498e-7	3.7715886684187175e-7	2.5332311659487745e-11
14600	0.0056158605375559905	0.008302671157261856	0.0	-5.548281518046805e-7	3.7345021172607217e-7	2.508504735130666e-11
14700	0.005560377722375522	0.008340016178434462	0.0	-5.573118202443041e-7	3.697249549175331e-7	2.483668439623654e-11
14800	0.005504646540351092	0.008376988673926215	0.0	-5.597705436093841e-7	3.6598326185320805e-7	2.458723365079984e-11
14900	0.005448669485990154	0.008413587000111536	0.0	-5.622042142108671e-7	3.622252986682801e-7	2.4336706014830384e-11
15000	0.005392449064569068	0.008449809529978364	0.0	-5.646127254539715e-7	3.584512321891431e-7	2.4085112431044454e-11
15100	0.00533598779202367	0.008485654653197278	0.0	-5.669959718424325e-7	3.546612299263586e-7	2.38324638846108e-11
15200	0.005279288194839427	0.008521120776189915	0.0	-5.693538489827045e-7	3.508554600675896e-7	2.3578771402719798e-11
15300	0.005222352809941156	0.008556206322196674	0.0	-5.716862535881197e-7	3.4703409147051105e-7	2.332404605415164e-11
15400	0.005165184184582344	0.008590909731343726	0.0	-5.739930834830041e-7	3.431972936556972e-7	2.3068298948843582e-11
15500	0.005107784876234043	0.008625229460709295	0.0	-5.762742376067496e-7	3.39345236799486e-7	2.281154123745624e-11
15600	0.005050157452473368	0.008659163984389245	0.0	-5.785296160178435e-7	3.354780917268213e-7	2.2553784110938972e-11
15700	0.004992304490871584	0.008692711793561927	0.0	-5.80759119897853e-7	3.3159602990407244e-7	2.2295038800094427e-11
15800	0.004934228578881799	0.008725871396552334	0.0	-5.829626515553672e-7	3.276992234318319e-7	2.2035316575142105e-11
15900	0.004875932313726262	0.008758641318895517	0.0	-5.851401144298953e-7	3.237878450376909e-7	2.177462874528103e-11
16000	0.004817418302283273	0.008791020103399286	0.0	-5.872914130957205e-7	3.1986206806899347e-7	2.151298665825153e-11
16100	0.0047586891609737005	0.008823006310206185	0.0	-5.894164532657101e-7	3.159220664855693e-7	2.1250401699896195e-11
16200	0.00469974751564713	0.008854598516854741	0.0	-5.915151417950821e-7	3.119680148524448e-7	2.0986885293719943e-11
16300	0.0046405960014676215	0.008885795318339986	0.0	-5.93587386685127e-7	3.080000883325341e-7	2.0722448900449132e-11
16400	0.004581237262799109	0.00891659532717324	0.0	-5.95633097086886e-7	3.040184626793085e-7	2.0457104017589923e-11
16500	0.00452167395309042	0.00894699717344117	0.0	-5.976521833047846e-7	3.0002331422944605e-7	2.019086217898571e-11
16600	0.004461908734759942	0.008976999504864113	0.0	-5.99644556800222e-7	2.9601481989546055e-7	1.992373495437378e-11
16700	0.004401944279079919	0.00900660098685366	0.0	-6.01610130195116e-7	2.919931571583105e-7	1.965573394894109e-11
16800	0.004341783266060408	0.00903580030256949	0.0	-6.035488172754039e-7	2.8795850405998853e-7	1.9386870802879196e-11
16900	0.004281428384332868	0.00906459615297549	0.0	-6.054605329944978e-7	2.83911039196091e-7	1.9117157190938383e-11
17000	0.004220882331033418	0.0090929872568951	0.0	-6.073451934766959e-7	2.798509417083685e-7	1.8846604821980967e-11
17100	0.0041601478116857485	0.009120972351065936	0.0	-6.092027160205493e-7	2.75778391277257e-7	1.857522543853382e-11
17200	0.0040992275400836935	0.009148550190193663	0.0	-6.110330191021833e-7	2.7169356811439036e-7	1.8303030816340025e-11
17300	0.0040381242381734754	0.009175719547005102	0.0	-6.128360223785743e-7	2.67596652955094e-7	1.8030032763909784e-11
17400	0.003976840635935618	0.00920247921230061	0.0	-6.146116466907813e-7	2.634878270508604e-7	1.775624312207049e-11
17500	0.00391537947126654	0.009228827995005696	0.0	-6.163598140671329e-7	2.593672721618063e-7	1.748167376351605e-11
17600	0.0038537434898598265	0.009254764722221876	0.0	-6.180804477263685e-7	2.552351705491118e-7	1.7206336592355442e-11
17700	0.0037919354450871895	0.009280288239276787	0.0	-6.197734720807345e-7	2.5109170496744206e-7	1.693024354366044e-11
17800	0.003729958097879116	0.009305397409773531	0.0	-6.214388127390358e-7	2.469370586573512e-7	1.66534065830126e-11
17900	0.0036678142166052126	0.009330091115639266	0.0	-6.230763965096407e-7	2.4277141533766915e-7	1.6375837706049518e-11
18000	0.0036055065769542488	0.009354368257173033	0.0	-6.246861514034418e-7	2.3859495919787157e-7	1.609754893801022e-11
18100	0.0035430379618139047	0.00937822775309282	0.0	-6.262680066367698e-7	2.3440787489043254e-7	1.5818552333279975e-11
18200	0.003480411161150228	0.009401668540581864	0.0	-6.278218926342632e-7	2.3021034752316123e-7	1.5538859974934224e-11
18300	0.0034176289718868013	0.00942468957533418	0.0	-6.293477410316913e-7	2.2600256265152185e-7	1.525848397428178e-11
18400	0.003354694197783632	0.009447289831599332	0.0	-6.30845484678732e-7	2.2178470627093764e-7	1.4977436470407406e-11
18500	0.0032916096493157587	0.009469468302226426	0.0	-6.323150576417034e-7	2.17556964809079e-7	1.4695729629713528e-11
18600	0.003228378143551588	0.009491223998707334	0.0	-6.337563952062495e-7	2.1331952511813595e-7	1.4413375645461283e-11
18700	0.0031650025040309633	0.009512555951219148	0.0	-6.351694338799807e-7	2.0907257446707512e-7	1.4130386737310874e-11
18800	0.0031014855606429654	0.009533463208665854	0.0	-6.365541113950668e-7	2.0481630053388172e-7	1.3846775150861217e-11
18900	0.0030378301495034587	0.009553944838719243	0.0	-6.379103667107857e-7	2.0055089139778637e-7	1.3562553157188784e-11
19000	0.00297403911283238	0.009573999927859022	0.0	-6.392381400160243e-7	1.962765355314774e-7	1.3277733052385897e-11
19100	0.002910115298830778	0.00959362758141217	0.0	-6.405373727317342e-7	1.9199342179329848e-7	1.2992327157098193e-11
19200	0.0028460615615576042	0.0096128269235915	0.0	-6.418080075133404e-7	1.877017394194321e-7	1.2706347816061483e-11
19300	0.00278188076080627	0.009631597097533444	0.0	-6.430499882531041e-7	1.8340167801606902e-7	1.2419807397637887e-11
19400	0.0027175757619809595	0.00964993726533505	0.0	-6.442632600824392e-7	1.7909342755156391e-7	1.2132718293351313e-11
19500	0.0026531494359727154	0.009667846608090206	0.0	-6.454477693741814e-7	1.747771783485774e-7	1.1845092917422215e-11
19600	0.0025886046590352972	0.009685324325925063	0.0	-6.466034637448116e-7	1.7045312107620481e-7	1.1556943706301769e-11
19700	0.0025239443126608163	0.009702369638032685	0.0	-6.477302920566321e-7	1.661214467420919e-7	1.1268283118205295e-11
19800	0.002459171283455153	0.009718981782706894	0.0	-6.488282044198966e-7	1.617823466845375e-7	1.097912363264505e-11
19900	0.0023942884630131635	0.009735160017375347	0.0	-6.498971521948929e-7	1.5743601256458375e-7	1.0689477749962426e-11
20000	0.0023292987477936743	0.009750903618631806	0.0	-6.509370879939788e-7	1.530826363580938e-7	1.039935799085939e-11
20100	0.002264205038994276	0.009766211882267615	0.0	-6.519479656835718e-7	1.4872241034781738e-7	1.0108776895929371e-11
20200	0.002199010242425919	0.009781084123302397	0.0	-6.529297403860906e-7	1.4435552711544445e-7	9.817747025187478e-12
20300	0.00213371726838731	0.009795519676013942	0.0	-6.538823684818506e-7	1.3998217953364712e-7	9.526280957600071e-12
20400	0.002068329031539125	0.009809517893967307	0.0	-6.54805807610912e-7	1.3560256075811007e-7	9.234391290613714e-12
20500	0.0020028484507780336	0.009823078150043118	0.0	-6.557000166748804e-7	1.312168642195498e-7	8.942090639683522e-12
20600	0.0019372784491105456	0.009836199836465073	0.0	-6.565649558386605e-7	1.2682528361572277e-7	8.649391637800866e-12
20700	0.0018716219535266795	0.009848882364826644	0.0	-6.574005865321625e-7	1.2242801290342298e-7	8.356306935020471e-12
20800	0.0018058818948734632	0.009861125166116987	0.0	-6.582068714519612e-7	1.1802524629046871e-7	8.062849197986895e-12
20900	0.001740061207728267	0.009872927690746033	0.0	-6.589837745629073e-7	1.1361717822767919e-7	7.769031109460451e-12
21000	0.0016741628302719765	0.009884289408568801	0.0	-6.597312610996915e-7	1.092040034008411e-7	7.474865367842454e-12
21100	0.0016081897041620072	0.009895209808908885	0.0	-6.604492975683615e-7	1.047859167226653e-7	7.1803646866999465e-12
21200	0.0015421447744051711	0.009905688400581151	0.0	-6.611378517477904e-7	1.0036311332473391e-7	6.885541794289805e-12
21300	0.0014760309892303922	0.009915724711913624	0.0	-6.617968926910986e-7	9.593578854943802e-8	6.590409433082233e-12
21400	0.0014098512999612823	0.009925318290768568	0.0	-6.62426390727027e-7	9.15041379419063e-8	6.294980359283753e-12
21500	0.0013436086608885796	0.009934468704562759	0.0	-6.63026317461263e-7	8.706835724192475e-8	5.999267342359535e-12
21600	0.0012773060291424532	0.009943175540286951	0.0	-6.635966457777185e-7	8.26286423758477e-8	5.7032831645552346e-12
21700	0.0012109463645646812	0.009951438404524535	0.0	-6.641373498397604e-7	7.81851894485005e-8	5.407040620418194e-12
21800	0.0011445326295807052	0.009959256923469386	0.0	-6.646484050913922e-7	7.373819473507397e-8	5.110552516318174e-12
21900	0.001078067789071566	0.009966630742942894	0.0	-6.651297882583889e-7	6.92878546730109e-8	4.813831669967427e-12
22000	0.001011554810245727	0.009973559528410194	0.0	-6.65581477349383e-7	6.48343658538849e-8	4.516890909940334e-12
22100	0.0009449966625107888	0.009980042964995583	0.0	-6.660034516569022e-7	6.037792501527169e-8	4.219743075192391e-12
22200	0.0008783963173450986	0.00998608075749711	0.0	-6.663956917583601e-7	5.591872903261329e-8	3.922401014578745e-12
22300	0.0008117567481692626	0.00999167263040037	0.0	-6.667581795169973e-7	5.1456974911075124e-8	3.624877586372143e-12
22400	0.0007450809302175629	0.009996818327891479	0.0	-6.670908980827753e-7	4.699285977739638e-8	3.327185657780381e-12
22500	0.0006783718404092853	0.010001517613869219	0.0	-6.673938318932216e-7	4.252658087173393e-8	3.029338104463217e-12
22600	0.0006116324572199631	0.010005770271956392	0.0	-6.676669666742265e-7	3.8058335539499894e-8	2.7313478100487844e-12
22700	0.0005448657605525405	0.010009576105510343	0.0	-6.679102894407914e-7	3.358832122319327e-8	2.4332276656494595e-12
22800	0.00047807473160846136	0.010012934937632662	0.0	-6.681237884977292e-7	2.911673545422568e-8	2.1349905693772752e-12
22900	0.00041126235275868844	0.010015846611178084	0.0	-6.68307453440315e-7	2.464377584474165e-8	1.8366494258587822e-12
23000	0.00034443160741465695	0.010018310988762559	0.0	-6.6846127515489e-7	2.0169640079433564e-8	1.5382171457494505e-12
23100	0.00027758547989916794	0.010020327952770502	0.0	-6.685852458194148e-7	1.5694525907351547e-8	1.239706645247568e-12
23200	0.00021072695531722648	0.010021897405361238	0.0	-6.686793589039755e-7	1.1218631133708536e-8	9.41130845607655e-13
23300	0.00014385901942682894	0.010023019268474608	0.0	-6.687436091712409e-7	6.742153611680802e-9	6.425026726534047e-13
23400	7.698465850970485e-5	0.010023693483835775	0.0	-6.687779926768699e-7	2.2652912342041203e-9	3.438350562901494e-13
23500	1.0106859242017856e-5	0.010023920012959197	0.0	-6.687825067698715e-7	-2.211758074234128e-9	4.5140930016859416e-14
23600	-5.677139143496929e-5	0.010023698837151773	0.0	-6.687571500929153e-7	-6.688796365806698e-9	-2.535667695623167e-13
23700	-0.00012364710644426083	0.010023029957515191	0.0	-6.687019225825927e-7	-1.1165625677561803e-8	-5.52275103226969e-13
23800	-0.0001905172987025201	0.010021913394947434	0.0	-6.686168254696297e-7	-1.564204803964179e-8	-8.509711296297894e-13
23900	-0.0002573789812494831	0.01002034919014347	0.0	-6.68501861279051e-7	-2.0117865483504907e-8	-1.1496419057863794e-12
24000	-0.0003242291673773882	0.01001833740359512	0.0	-6.683570338302944e-7	-2.459288005014992e-8	-1.4482744875654961e-12
24100	-0.00039106487076041765	0.010015878115590104	0.0	-6.681823482372764e-7	-2.906689379834333e-8	-1.7468559301797216e-12
24200	-0.0004578831055841453	0.01001297142621027	0.0	-6.679778109084087e-7	-3.3539708812848935e-8	-2.0453732886765684e-12
24300	-0.0005246808866749862	0.010009617455328985	0.0	-6.677434295465658e-7	-3.801112721265951e-8	-2.343813618429991e-12
24400	-0.0005914552296296427	0.010005816342607719	0.0	-6.674792131490026e-7	-4.248095115923033e-8	-2.6421639756323158e-12
24500	-0.000658203150944543	0.010001568247491797	0.0	-6.671851720072239e-7	-4.6948982864714284e-8	-2.940411417786577e-12
24600	-0.0007249216681452654	0.009996873349205326	0.0	-6.66861317706804e-7	-5.141502460019834e-8	-3.2385430041992427e-12
24700	-0.0007916077999159457	0.009991731846745306	0.0	-6.665076631271566e-7	-5.587887870394113e-8	-3.5365457964733473e-12
24800	-0.0008582585662286614	0.009986143958874911	0.0	-6.661242224412565e-7	-6.034034758961137e-8	-3.834406859001989e-12
24900	-0.0009248709884727871	0.00998010992411595	0.0	-6.657110111153103e-7	-6.479923375452685e-8	-4.132113259462225e-12
